app_name,category,appstore_link_url,img_src_url,star_rating,num_ratings
Slices,Games,https://itunes.apple.com/us/app/slices/id1263934706?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/5f8f40fc8afe3d1aac1a0ff9ceca6ef352c101fb04389acc24aba3aceaac7bb3.jpg,4.6,189.5K Ratings
PayPal: Mobile Cash,Finance,https://itunes.apple.com/us/app/paypal-mobile-cash/id283646709?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/f9ec08a1d8626c77a47991b8677c7fb12e4b549c715dc28cecd53dbb6c1b5ccf.jpg,4.9,1.4M Ratings
Piano Tiles 2™,Games,https://itunes.apple.com/us/app/piano-tiles-2/id1027688889?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/74d1450ee1dce69e20e999ababd2d4697f29d80de8c0ed28f23071d1b87b7548.jpg,4.4,31.8K Ratings
Bible,Reference,https://itunes.apple.com/us/app/bible/id282935706?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/73e238eadf836acf71517fe50b5dff8eeb42048f620999698ff8014869847db1.jpg,4.9,2.7M Ratings
Word Crossy - A crossword game,Games,https://itunes.apple.com/us/app/word-crossy-a-crossword-game/id1273162445?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/bca56707328b33cd513fc1b0f6fe87705616f2df3fc3047fd198825e56ebb275.jpg,4.5,182.4K Ratings
Subway Surfers,Games,https://itunes.apple.com/us/app/subway-surfers/id512939461?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/9206032743a2c37700a2c957d9d72b0888bc630d9115fc57f2d880b8fbefa28e.jpg,4.6,130.8K Ratings
"Find My Family, Friends, Phone",Social Networking,https://itunes.apple.com/us/app/find-my-family-friends-phone/id384830320?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/0dcbbb9dfedb2c39850266fe97d7ef93a201d553c0ea8af35e2ec9e7acec0c38.jpg,4.8,314K Ratings
Color Road!,Games,https://itunes.apple.com/us/app/color-road/id1342468799?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/c3f4f02566c6db4eef70dc0a12bf05c863c509e685bf1bc9f505acf1bfdc02a2.jpg,4.6,268.3K Ratings
SoundCloud - Music & Audio,Music,https://itunes.apple.com/us/app/soundcloud-music-audio/id336353151?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/6474603b70c9fd92672a6a99ebf2be735dbb38a58ff74185bf3ca71040deefad.jpg,4.5,53.5K Ratings
Axe Climber,Games,https://itunes.apple.com/us/app/axe-climber/id1355767781?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/634edddb11276bf075df86c73231d2cbd485b3b882e5c5368d1e48ef9be6fcd8.jpg,4.8,51.6K Ratings
Yelp: Your Local City Guide,Travel,https://itunes.apple.com/us/app/yelp-your-local-city-guide/id284910350?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/f17349af870e4c83ad1930edaa49e0dd2ca2191c5d534c31b0c466c89e92fe1a.jpg,4.4,246.4K Ratings
OfferUp - Buy. Sell. Simple.,Shopping,https://itunes.apple.com/us/app/offerup-buy-sell-simple/id468996152?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/fc588dc2f206d047ffc5849c6fcbf26f225739429888b297cc2b722b7663f4e6.jpg,4.8,2M Ratings
Remind: School Communication,Education,https://itunes.apple.com/us/app/remind-school-communication/id522826277?mt=8&uo=4&v0=WWW-NAUS-ITSTOP100-FREEAPPS&l=en,/autopush/us/itunes/charts/free-apps/images/2018/8/83c42ceff141018cd8f8ed6b80724fd233eba81d055e6a69377e655edc334480.jpg,4.8,219.3K Ratings
